image_path,indoor_score,visual_class,sky,edges,lines,texture,brightness,center_tex,entropy,edir,color_div,sat_var
C:/Users/hugoagreda22/Downloads/ImageScoreAI/backend/data/images/kaggle_raw/img_0.webp,0.6239,candidate,0.3315318302387268,0.16707559681697612,0.0010190097259062776,63.7232812485554,4060.6565730824927,69.63509790259472,7.7273,0.5205952396463035,1.0,84.38594351325192
C:/Users/hugoagreda22/Downloads/ImageScoreAI/backend/data/images/kaggle_raw/img_1.webp,0.6579,candidate,0.2599889478337754,0.10991379310344827,0.0005481874447391689,62.91399063286938,3958.1702173527756,68.33098852732907,7.8530464,0.5468510036906548,1.0,71.07587905478012
C:/Users/hugoagreda22/Downloads/ImageScoreAI/backend/data/images/kaggle_raw/img_10.webp,0.7279,candidate,0.004213085764809903,0.17024093722369585,0.001242263483642794,51.84102920442387,2687.4923089739286,57.438741415704655,7.7166405,0.5641307120738922,1.0,54.41720403890978
C:/Users/hugoagreda22/Downloads/ImageScoreAI/backend/data/images/kaggle_raw/img_100.webp,0.6516,candidate,0.6783620689655172,0.10848585322723253,0.00047966401414677276,53.779139082818205,2892.1958004891044,54.25401959850992,7.658451,0.494313687548041,1.0,20.59685980798368
C:/Users/hugoagreda22/Downloads/ImageScoreAI/backend/data/images/kaggle_raw/img_101.webp,0.6759,candidate,0.0001878868258178603,0.02913793103448276,0.00016578249336870026,63.125076215275655,3984.7752471843605,66.06684898839075,7.4196334,0.5574472341013784,1.0,64.08335193124805
C:/Users/hugoagreda22/Downloads/ImageScoreAI/backend/data/images/kaggle_raw/img_102.webp,0.6642,candidate,0.0,0.0456763925729443,0.0001989389920424403,51.68308187108843,2671.1409516936296,53.256527021115446,7.358097,0.4528192815765086,1.0,47.34278075753893
C:/Users/hugoagreda22/Downloads/ImageScoreAI/backend/data/images/kaggle_raw/img_103.webp,0.662,candidate,0.02808134394341291,0.026025641025641026,0.0001259946949602122,55.661991832291775,3098.2573347381162,56.060553837944546,7.400416,0.5412417401216427,1.0,37.059995875868054
C:/Users/hugoagreda22/Downloads/ImageScoreAI/backend/data/images/kaggle_raw/img_104.webp,0.6042,candidate,0.665685234305924,0.10645888594164456,0.0006609195402298851,54.618792748226234,2983.2125212736905,58.198257071292716,7.7333713,0.5425043564342553,1.0,67.1050444381255
C:/Users/hugoagreda22/Downloads/ImageScoreAI/backend/data/images/kaggle_raw/img_105.webp,0.6337,candidate,0.04462422634836428,0.03354332449160036,0.00020114942528735632,43.12992063584715,1860.1900540544736,53.5131081444414,7.2859826,0.49728584901836537,1.0,26.54458182705313
C:/Users/hugoagreda22/Downloads/ImageScoreAI/backend/data/images/kaggle_raw/img_106.webp,0.7166,candidate,0.21800397877984085,0.14906940760389037,0.0009659593280282935,74.02349214187888,5479.477388878803,66.47802826865669,7.7929106,0.5226240158115998,1.0,69.86129808852189
C:/Users/hugoagreda22/Downloads/ImageScoreAI/backend/data/images/kaggle_raw/img_107.webp,0.6526,candidate,0.5430305039787798,0.11690981432360743,0.0010101679929266135,58.28047444675493,3396.613701738854,59.51951901413796,7.461953,0.6066480081126479,1.0,40.41384006325504
C:/Users/hugoagreda22/Downloads/ImageScoreAI/backend/data/images/kaggle_raw/img_108.webp,0.5408,candidate,0.0963549955791335,0.02688549955791335,0.0001282051282051282,35.2108698384266,1239.8053547786205,32.57244232794365,6.9880347,0.5915301576488162,1.0,28.314139469977015
C:/Users/hugoagreda22/Downloads/ImageScoreAI/backend/data/images/kaggle_raw/img_109.webp,0.5701,candidate,0.09881962864721486,0.029675066312997347,0.0002497789566755084,32.90611643516941,1082.8124988449265,39.008152386711224,6.9704294,0.5158813962710392,1.0,12.282695489995119
C:/Users/hugoagreda22/Downloads/ImageScoreAI/backend/data/images/kaggle_raw/img_11.webp,0.538,candidate,0.01857869142351901,0.023538903625110522,9.062776304155614e-05,41.54298886406551,1725.8199237598706,38.465894536342816,7.4713182,0.5617720939010816,1.0,73.28165961402374
C:/Users/hugoagreda22/Downloads/ImageScoreAI/backend/data/images/kaggle_raw/img_110.webp,0.5514,candidate,0.4131918656056587,0.08539566755083997,0.000599027409372237,45.2703905563022,2049.4082611201356,53.380710304175494,7.7514997,0.5807372588904065,1.0,63.93574605740887
C:/Users/hugoagreda22/Downloads/ImageScoreAI/backend/data/images/kaggle_raw/img_111.webp,0.6793,candidate,0.04013483642793988,0.05364058355437666,0.00040229885057471265,58.88437507912833,3467.36962845947,54.067520949324525,7.6888795,0.5464653382644884,1.0,51.91303796685391
C:/Users/hugoagreda22/Downloads/ImageScoreAI/backend/data/images/kaggle_raw/img_112.webp,0.6085,candidate,0.20107427055702917,0.1883001768346596,0.0015274093722369585,49.67160494795296,2467.2683381055044,52.61395355976463,7.4208546,0.5473466086044928,1.0,80.81237270404766
C:/Users/hugoagreda22/Downloads/ImageScoreAI/backend/data/images/kaggle_raw/img_113.webp,0.5531,candidate,0.5291887709991159,0.10061892130857648,0.0006697612732095491,52.01568826755099,2705.6318259470418,44.99547684526669,7.751427,0.5140482778322211,1.0,81.11460083010111
C:/Users/hugoagreda22/Downloads/ImageScoreAI/backend/data/images/kaggle_raw/img_114.webp,0.5856,candidate,0.18087975243147658,0.03531167108753316,0.00021441202475685234,56.214650390611425,3160.0869185386696,47.864537577236426,7.6296635,0.48594454073256466,1.0,51.496281783990135
C:/Users/hugoagreda22/Downloads/ImageScoreAI/backend/data/images/kaggle_raw/img_115.webp,0.6887,candidate,0.3457427055702918,0.146710875331565,0.0009328028293545535,75.63818963444365,5721.1357311760585,57.1212007557565,7.7849417,0.564813897258723,1.0,59.46874975657507
C:/Users/hugoagreda22/Downloads/ImageScoreAI/backend/data/images/kaggle_raw/img_116.webp,0.7376,candidate,0.03962422634836428,0.08108753315649868,0.0005901856763925729,64.79612865731372,4198.538288975152,70.26954520854925,7.8650494,0.42910445861299323,1.0,58.05646798558827
C:/Users/hugoagreda22/Downloads/ImageScoreAI/backend/data/images/kaggle_raw/img_117.webp,0.5826,candidate,0.014400972590627763,0.011492042440318302,2.8735632183908045e-05,68.46105704498437,4686.916331716605,37.254175014808666,1.4489871,0.3781901360172801,1.0,36.351480607786534
C:/Users/hugoagreda22/Downloads/ImageScoreAI/backend/data/images/kaggle_raw/img_118.webp,0.6516,candidate,0.6783620689655172,0.10848585322723253,0.00047966401414677276,53.779139082818205,2892.1958004891044,54.25401959850992,7.658451,0.494313687548041,1.0,20.59685980798368
C:/Users/hugoagreda22/Downloads/ImageScoreAI/backend/data/images/kaggle_raw/img_119.webp,0.6104,candidate,0.8745755968169762,0.10738063660477454,0.0009880636604774535,49.602983240744244,2460.4559463815544,51.935807047434075,6.316041,0.49836472802292003,1.0,39.1324120817241
